fid,id_tramo,id_vial,tipo_tramo,tipo_tramd,calzada,calzadad,acceso,accesod,firme,firmed,ncarriles,sentido,sentidod,situacion,situaciond,estadofis,estadofisd,tipovehic,tipovehicd,titular,titulard,orden,ordend,fuente_t,fuente_td,codigo,dgc_via,clase,clased,tipo_vial,tipo_viald,nombre,nombre_alt,fuente_v,fuente_vd,alta_db
203628,502970006464,502970005804,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700810,2619,2000,Urbano,2122,CALLE,ALFAMEN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204542,502970007453,502970005805,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700815,1417,2000,Urbano,2122,CALLE,ALFARERIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197521,502970000290,502970007625,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029725760,1249,2000,Urbano,2261,GRUPO,ALFEREZ ROJAS F1,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
200183,502970002853,502970007628,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029725780,2794,2000,Urbano,2261,GRUPO,ALFEREZ ROJAS F2,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197764,502970000510,502970000063,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029719342,1556,2000,Urbano,2517,URB,ALFOCEA,Desconocido,2,Dirección General del Catastro,2024-09-20
211208,502970023664,502970000036,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029700860,5903,2000,Urbano,2169,CMNO,ALFOCEA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202242,502970004871,502970000576,1,Troncal,1,Única,1,Libre,1,Pavimentado,2,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,2,Comunidad Autónoma,3,Tercer orden,1,Instituto Geográfico Nacional,5029700870,1760,1003,Carretera convencional,2169,CMNO,ALFOCEA (MONZALBARBA),ALFOCEA,4,Instituto Nacional de Estadística,2023-09-21
199351,502970002040,502970006350,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029708090,2369,2000,Urbano,2122,CALLE,ALFONSO C COMIN ROS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199020,502970001717,502970005812,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700880,25,2000,Urbano,2122,CALLE,ALFONSO I,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198911,502970001613,502970007944,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730990,3234,2000,Urbano,2122,CALLE,ALFONSO SOLANS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200260,502970002927,502970000908,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700885,3804,2000,Urbano,2122,CALLE,ALFONSO V DE ARAGON,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
204887,502970007835,502970005813,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700890,2531,2000,Urbano,2122,CALLE,ALFONSO X EL SABIO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198869,502970001574,502970008228,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029734335,2917,2000,Urbano,2122,CALLE,ALFONSO ZAPATER CERDAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202897,502970005654,502970008229,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029734337,3310,2000,Urbano,2122,CALLE,ALFONSO ZAPATER GIL (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203200,502970005993,502970000730,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715716,3956,2000,Urbano,2122,CALLE,ALFREDO KRAUS,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
205806,502970008845,502970007004,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029717070,2461,2000,Urbano,2122,CALLE,ALFREDO LOPEZ,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200659,502970003312,502970005816,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700930,3226,2000,Urbano,2122,CALLE,ALGENIB,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205580,502970008596,502970005818,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700945,2929,2000,Urbano,2122,CALLE,ALHAMA DE ARAGON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204765,502970007708,502970005819,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700950,2577,2000,Urbano,2019,ANDAD,ALI EL DAROCANO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204730,502970007666,502970005820,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700955,2931,2000,Urbano,2122,CALLE,ALIAGA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201357,502970004001,502970005821,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700960,24,2000,Urbano,2122,CALLE,ALICANTE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198936,502970001636,502970005823,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701000,26,2000,Urbano,2122,CALLE,ALJAFERIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204202,502970007064,502970005852,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701400,36,2000,Urbano,2122,CALLE,ALLUE SALVADOR,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201000,502970003650,502970005824,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029701020,2222,2000,Urbano,2122,CALLE,ALMACEN,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
198465,502970001183,502970005825,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701030,2375,2000,Urbano,2122,CALLE,ALMADIEROS DEL RONCAL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204275,502970007141,502970005826,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701040,27,2000,Urbano,2122,CALLE,ALMAGRO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
211621,502970024166,502970000597,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029701065,3782,2000,Urbano,2019,ANDAD,ALMENAR BASES (MOVERA),ALMENAR BASES (MOVERA),4,Instituto Nacional de Estadística,2023-09-21
202230,502970004859,502970005712,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701066,6001,2000,Urbano,2169,CMNO,ALMENARA DE SAN JUAN GRP,Desconocido,2,Dirección General del Catastro,2025-12-17
200131,502970002801,502970000598,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701068,3993,2000,Urbano,2169,CMNO,ALMENARETA (LA),ALMENARETA (LA),4,Instituto Nacional de Estadística,2023-09-21
198824,502970001531,502970005828,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701070,2880,2000,Urbano,2122,CALLE,ALMENDROS (LOS) (MIRALBUENO),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201416,502970004060,502970005829,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701080,28,2000,Urbano,2122,CALLE,ALMERIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204090,502970006948,502970005830,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701100,1527,2000,Urbano,2122,CALLE,ALMONACID DE LA SIERRA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202241,502970004870,502970000599,2,Nudo,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701110,1080,2000,Urbano,2169,CMNO,ALMOTILLA,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
198446,502970001164,502970005832,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701120,2616,2000,Urbano,2066,AVDA,ALMOZARA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
208980,502970021107,502970000600,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701140,29,2000,Urbano,2169,CMNO,ALMOZARA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202155,502970004785,502970005835,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701157,3200,2000,Urbano,2122,CALLE,ALMUD (DEL) (BARRIADA DEL CHAN),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203317,502970006119,502970005836,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701160,31,2000,Urbano,2122,CALLE,ALMUNIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203763,502970006606,502970005898,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701860,1347,2000,Urbano,2122,CALLE,ALONSO DE ARAGON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201848,502970004486,502970008167,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029733545,2541,2000,Urbano,2122,CALLE,ALONSO DE VILLALPANDO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197964,502970000696,502970005838,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701200,33,2000,Urbano,2122,CALLE,ALONSO V,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
201599,502970004242,502970005839,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701240,34,2000,Urbano,2122,CALLE,ALQUEZAR,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202296,502970004927,502970005840,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701260,1708,2000,Urbano,2122,CALLE,ALTA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201969,502970004604,502970005841,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701280,1785,2000,Urbano,2122,CALLE,ALTA (PEÑAFLOR),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200869,502970003519,502970008326,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029702860,69,2000,Urbano,2122,CALLE,ALTAIR,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
199533,502970002218,502970005843,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701310,422,2000,Urbano,2122,CALLE,ALTO ARAGON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201230,502970003877,502970006043,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029703860,1528,2000,Urbano,2122,CALLE,ALVARO DE BAZAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197746,502970000494,502970007262,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029720680,1284,2000,Urbano,2122,CALLE,AMADO NERVO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201434,502970004078,502970008005,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731780,2284,2000,Urbano,2122,CALLE,AMANTES DE TERUEL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204677,502970007609,502970005854,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701440,38,2000,Urbano,2122,CALLE,AMAPOLA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204399,502970007294,502970005856,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701450,2340,2000,Urbano,2390,PLAZA,AMAZONAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198499,502970001216,502970007664,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029726320,2141,2000,Urbano,2122,CALLE,AMBROSIO DEL RUSTE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205062,502970008027,502970005858,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701460,39,2000,Urbano,2066,AVDA,AMERICA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202171,502970004800,502970005859,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701480,1646,2000,Urbano,2122,CALLE,AMERICA (DE),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200087,502970002758,502970005862,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701505,2571,2000,Urbano,2122,CALLE,AMISTAD (LA),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198516,502970001233,502970005863,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701510,2547,2000,Urbano,2122,CALLE,AMSTERDAM,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
198030,502970000758,502970005733,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700050,2844,2000,Urbano,2122,CALLE,ANA ABARCA DE BOLEA,Desconocido,4,Instituto Nacional de Estadística,2024-04-29
204554,502970007468,502970000710,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713999,240,2000,Urbano,2122,CALLE,ANA ISABEL HERRERO,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
198546,502970001262,502970005864,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701515,2714,2000,Urbano,2019,ANDAD,ANAYET,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198256,502970000977,502970005867,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701530,3475,2000,Urbano,2122,CALLE,ANDALAN (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197435,502970000210,502970005869,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701560,1606,2000,Urbano,2122,CALLE,ANDALUCIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205154,502970008131,502970005868,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701540,41,2000,Urbano,2390,PLAZA,ANDALUCIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200288,502970002954,502970005870,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701570,2329,2000,Urbano,2122,CALLE,ANDES (LOS),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
